,order_number,line_item,order_date,delivery_date,customer_key,store_key,product_key,quantity,currency_code
12727,1034006,2,2017-10-30,,1313113,61,446,1,USD
12728,1034007,1,2017-10-30,,917772,42,1566,3,GBP
12729,1034007,2,2017-10-30,,917772,42,1404,3,GBP
12730,1034007,3,2017-10-30,,917772,42,1595,1,GBP
12731,1034007,4,2017-10-30,,917772,42,1682,2,GBP
12732,1035001,1,2017-10-31,2017-11-10,494032,0,108,1,EUR
12733,1035001,2,2017-10-31,2017-11-10,494032,0,1431,2,EUR
12734,1035002,1,2017-10-31,,1563724,61,96,1,USD
12735,1035003,1,2017-10-31,,1066452,40,2132,6,GBP
12736,1035003,2,2017-10-31,,1066452,40,444,3,GBP
12737,1035003,3,2017-10-31,,1066452,40,1091,8,GBP
12738,1035003,4,2017-10-31,,1066452,40,1444,3,GBP
12739,1035005,1,2017-10-31,,1790439,65,450,4,USD
12740,1035006,1,2017-10-31,,1014981,37,1386,2,GBP
12741,1035007,1,2017-10-31,,1575642,43,2099,1,USD
12742,1035008,1,2017-10-31,2017-11-02,125764,0,159,3,AUD
12743,1035008,2,2017-10-31,2017-11-02,125764,0,1572,1,AUD
12744,1035008,3,2017-10-31,2017-11-02,125764,0,1679,6,AUD
12745,1035010,1,2017-10-31,2017-11-04,1865096,0,441,4,USD
12746,1035010,2,2017-10-31,2017-11-04,1865096,0,338,2,USD
12747,1035010,3,2017-10-31,2017-11-04,1865096,0,653,1,USD
12748,1036000,1,2017-11-01,,337002,9,439,1,CAD
12749,1036000,2,2017-11-01,,337002,9,88,1,CAD
12750,1036001,1,2017-11-01,,238065,8,644,9,CAD
12751,1036002,1,2017-11-01,2017-11-06,1533894,0,428,1,USD
12752,1036003,1,2017-11-01,,865536,31,1415,1,EUR
12753,1036003,2,2017-11-01,,865536,31,1960,1,EUR
12754,1036004,1,2017-11-01,,1772502,47,651,6,USD
12755,1036004,2,2017-11-01,,1772502,47,253,3,USD
12756,1036005,1,2017-11-01,2017-11-12,1934862,0,427,9,USD
12757,1036005,2,2017-11-01,2017-11-12,1934862,0,82,1,USD
12758,1036005,3,2017-11-01,2017-11-12,1934862,0,1974,2,USD
12759,1036005,4,2017-11-01,2017-11-12,1934862,0,422,4,USD
12760,1036006,1,2017-11-01,,322714,10,1612,6,CAD
12761,1036007,1,2017-11-01,,740028,29,2514,7,EUR
12762,1036007,2,2017-11-01,,740028,29,100,2,EUR
12763,1036008,1,2017-11-01,,1753324,48,51,2,USD
12764,1036009,1,2017-11-01,,1520979,56,486,1,USD
12765,1036011,1,2017-11-01,,1673825,61,1715,1,USD
12766,1036012,1,2017-11-01,,2006826,61,518,1,USD
12767,1036013,1,2017-11-01,,336267,9,823,3,CAD
12768,1036013,2,2017-11-01,,336267,9,1786,2,CAD
12769,1036014,1,2017-11-01,,1656756,44,1464,2,USD
12770,1036014,2,2017-11-01,,1656756,44,1628,6,USD
12771,1036014,3,2017-11-01,,1656756,44,559,1,USD
12772,1037000,1,2017-11-02,,5445,5,1424,3,AUD
12773,1037001,1,2017-11-02,2017-11-05,746187,0,2091,2,EUR
12774,1037002,1,2017-11-02,,1305082,47,362,7,USD
12775,1037004,1,2017-11-02,,1673797,64,1413,1,USD
12776,1037004,2,2017-11-02,,1673797,64,49,1,USD
12777,1037004,3,2017-11-02,,1673797,64,1671,1,USD
12778,1037005,1,2017-11-02,,837943,34,2101,1,EUR
12779,1037005,2,2017-11-02,,837943,34,1506,1,EUR
12780,1037005,3,2017-11-02,,837943,34,1709,7,EUR
12781,1037006,1,2017-11-02,,1255045,44,393,3,USD
12782,1037006,2,2017-11-02,,1255045,44,450,3,USD
12783,1037007,1,2017-11-02,,580881,27,75,3,EUR
12784,1037007,2,2017-11-02,,580881,27,2421,1,EUR
12785,1037009,1,2017-11-02,,1941084,48,72,3,USD
12786,1037009,2,2017-11-02,,1941084,48,636,2,USD
12787,1037009,3,2017-11-02,,1941084,48,1690,1,USD
12788,1037009,4,2017-11-02,,1941084,48,450,2,USD
12789,1037010,1,2017-11-02,,1843729,44,469,3,USD
12790,1037012,1,2017-11-02,2017-11-06,1686889,0,939,4,USD
12791,1037012,2,2017-11-02,2017-11-06,1686889,0,437,10,USD
12792,1037013,1,2017-11-02,,363712,8,1573,6,CAD
12793,1037013,2,2017-11-02,,363712,8,1578,1,CAD
12794,1037013,3,2017-11-02,,363712,8,1086,2,CAD
12795,1037014,1,2017-11-02,,1399626,51,791,6,USD
12796,1037015,1,2017-11-02,,1531796,66,1636,2,USD
12797,1037015,2,2017-11-02,,1531796,66,516,2,USD
12798,1037015,3,2017-11-02,,1531796,66,1692,7,USD
12799,1037015,4,2017-11-02,,1531796,66,1655,2,USD
12800,1038000,1,2017-11-03,,1484183,43,1610,6,USD
12801,1038000,2,2017-11-03,,1484183,43,1491,3,USD
12802,1038000,3,2017-11-03,,1484183,43,446,2,USD
12803,1038000,4,2017-11-03,,1484183,43,2399,3,USD
12804,1038002,1,2017-11-03,,1588449,51,1620,3,USD
12805,1038002,2,2017-11-03,,1588449,51,1040,2,USD
12806,1038002,3,2017-11-03,,1588449,51,1493,6,USD
12807,1038002,4,2017-11-03,,1588449,51,431,7,USD
12808,1038003,1,2017-11-03,,1090656,37,1366,4,GBP
12809,1038004,1,2017-11-03,,871241,31,1564,2,EUR
12810,1038004,2,2017-11-03,,871241,31,1143,4,EUR
12811,1038004,3,2017-11-03,,871241,31,89,1,EUR
12812,1038004,4,2017-11-03,,871241,31,782,1,EUR
12813,1038004,5,2017-11-03,,871241,31,455,8,EUR
12814,1038004,6,2017-11-03,,871241,31,1239,2,EUR
12815,1038004,7,2017-11-03,,871241,31,2271,3,EUR
12816,1038005,1,2017-11-03,,1383605,43,448,4,USD
12817,1038006,1,2017-11-03,,1381554,65,1530,2,USD
12818,1038006,2,2017-11-03,,1381554,65,417,3,USD
12819,1038007,1,2017-11-03,,1010094,42,1451,8,GBP
12820,1038007,2,2017-11-03,,1010094,42,2072,10,GBP
12821,1038007,3,2017-11-03,,1010094,42,2008,1,GBP
12822,1038008,1,2017-11-03,,888175,34,805,2,EUR
12823,1038008,2,2017-11-03,,888175,34,340,1,EUR
12824,1038008,3,2017-11-03,,888175,34,35,3,EUR
12825,1038008,5,2017-11-03,,888175,34,2139,7,EUR
12826,1038009,1,2017-11-03,,1302817,64,115,5,USD
12827,1038009,2,2017-11-03,,1302817,64,457,5,USD
12828,1038009,3,2017-11-03,,1302817,64,2498,1,USD
12829,1038009,4,2017-11-03,,1302817,64,437,7,USD
12830,1039000,1,2017-11-04,,191711,4,159,1,AUD
12831,1039000,2,2017-11-04,,191711,4,459,1,AUD
12832,1039000,3,2017-11-04,,191711,4,162,5,AUD
12833,1039000,4,2017-11-04,,191711,4,1441,7,AUD
12834,1039001,1,2017-11-04,,1564987,48,2042,2,USD
12835,1039002,1,2017-11-04,2017-11-10,907939,0,926,1,GBP
12836,1039002,2,2017-11-04,2017-11-10,907939,0,1599,3,GBP
12837,1039003,1,2017-11-04,,567108,23,173,7,EUR
12838,1039003,2,2017-11-04,,567108,23,66,6,EUR
12839,1039004,1,2017-11-04,,1290119,45,1949,2,USD
12840,1039004,2,2017-11-04,,1290119,45,2515,1,USD
12841,1039005,1,2017-11-04,,1770497,44,1953,9,USD
12842,1039005,2,2017-11-04,,1770497,44,58,4,USD
12843,1039006,1,2017-11-04,,2064944,45,2065,3,USD
12844,1039006,2,2017-11-04,,2064944,45,453,1,USD
12845,1039008,1,2017-11-04,2017-11-10,1810944,0,2510,6,USD
12846,1039009,1,2017-11-04,,2040156,48,2259,4,USD
12847,1039010,1,2017-11-04,,1451466,48,409,3,USD
12848,1039010,2,2017-11-04,,1451466,48,2090,3,USD
12849,1039010,3,2017-11-04,,1451466,48,253,4,USD
12850,1039010,4,2017-11-04,,1451466,48,2167,10,USD
12851,1039011,1,2017-11-04,,1377033,50,28,1,USD
12852,1039012,1,2017-11-04,,1945385,55,1738,1,USD
12853,1039012,2,2017-11-04,,1945385,55,1402,4,USD
12854,1039013,1,2017-11-04,,624165,15,1665,1,EUR
12855,1039013,2,2017-11-04,,624165,15,1698,9,EUR
12856,1039013,3,2017-11-04,,624165,15,1664,2,EUR
12857,1039016,1,2017-11-04,2017-11-10,1817680,0,138,1,USD
12858,1039017,1,2017-11-04,,1865718,59,121,2,USD
12859,1039018,1,2017-11-04,2017-11-09,105647,0,1587,8,AUD
12860,1039018,2,2017-11-04,2017-11-09,105647,0,485,1,AUD
12861,1039018,3,2017-11-04,2017-11-09,105647,0,1599,2,AUD
12862,1039018,4,2017-11-04,2017-11-09,105647,0,2093,4,AUD
12863,1039019,1,2017-11-04,,1270627,43,2176,1,USD
12864,1039020,1,2017-11-04,,2072158,57,460,1,USD
12865,1039020,2,2017-11-04,,2072158,57,207,2,USD
12866,1039020,3,2017-11-04,,2072158,57,114,1,USD
12867,1040000,1,2017-11-05,,1440476,65,1561,1,USD
12868,1040000,2,2017-11-05,,1440476,65,1204,1,USD
12869,1041000,1,2017-11-06,,1170694,36,420,6,GBP
12870,1041000,2,2017-11-06,,1170694,36,1528,2,GBP
12871,1041000,3,2017-11-06,,1170694,36,178,2,GBP
12872,1041001,1,2017-11-06,,274446,9,49,2,CAD
12873,1041002,1,2017-11-06,,948305,36,1643,3,GBP
12874,1041003,1,2017-11-06,,968226,42,1503,6,GBP
12875,1041003,2,2017-11-06,,968226,42,94,4,GBP
12876,1041003,3,2017-11-06,,968226,42,138,7,GBP
12877,1041004,1,2017-11-06,,1949149,63,2126,3,USD
12878,1041004,2,2017-11-06,,1949149,63,460,6,USD
12879,1041004,3,2017-11-06,,1949149,63,2030,3,USD
12880,1041005,1,2017-11-06,,1226535,47,1540,1,USD
12881,1041005,2,2017-11-06,,1226535,47,716,4,USD
12882,1041005,3,2017-11-06,,1226535,47,1434,3,USD
12883,1041005,4,2017-11-06,,1226535,47,1597,2,USD
12884,1041005,5,2017-11-06,,1226535,47,448,5,USD
12885,1041005,6,2017-11-06,,1226535,47,459,1,USD
12886,1041005,7,2017-11-06,,1226535,47,432,1,USD
12887,1041006,1,2017-11-06,,1573485,59,45,2,USD
12888,1041007,1,2017-11-06,,247966,8,76,3,CAD
12889,1041007,2,2017-11-06,,247966,8,1571,2,CAD
12890,1041007,3,2017-11-06,,247966,8,2096,4,CAD
12891,1042000,1,2017-11-07,,1882504,59,1414,1,USD
12892,1042001,1,2017-11-07,2017-11-12,459567,0,54,1,EUR
12893,1042003,1,2017-11-07,,2023780,51,1255,2,USD
12894,1042003,2,2017-11-07,,2023780,51,1600,4,USD
12895,1042004,1,2017-11-07,,1523267,44,450,4,USD
12896,1042004,2,2017-11-07,,1523267,44,457,1,USD
12897,1042005,1,2017-11-07,,1817900,63,88,10,USD
12898,1042005,2,2017-11-07,,1817900,63,1460,3,USD
12899,1042005,3,2017-11-07,,1817900,63,1717,1,USD
12900,1042006,1,2017-11-07,,1100506,39,1608,1,GBP
12901,1042007,1,2017-11-07,,1095669,38,67,5,GBP
12902,1042007,3,2017-11-07,,1095669,38,1397,7,GBP
12903,1042008,1,2017-11-07,,1834579,48,1657,1,USD
12904,1042009,1,2017-11-07,,1185043,42,1639,4,GBP
12905,1042010,1,2017-11-07,,1244004,56,56,3,USD
12906,1043000,1,2017-11-08,,1538967,44,2405,5,USD
12907,1043001,1,2017-11-08,2017-11-13,1732258,0,1526,2,USD
12908,1043001,2,2017-11-08,2017-11-13,1732258,0,537,4,USD
12909,1043004,1,2017-11-08,,1195699,38,456,7,GBP
12910,1043004,2,2017-11-08,,1195699,38,1738,2,GBP
12911,1043005,1,2017-11-08,,462438,19,1631,2,EUR
12912,1043005,2,2017-11-08,,462438,19,1413,1,EUR
12913,1043005,3,2017-11-08,,462438,19,1329,5,EUR
12914,1043006,1,2017-11-08,,1319072,45,2490,1,USD
12915,1043008,1,2017-11-08,2017-11-19,1306768,0,441,3,USD
12916,1043008,2,2017-11-08,2017-11-19,1306768,0,2411,1,USD
12917,1043008,3,2017-11-08,2017-11-19,1306768,0,1528,1,USD
12918,1043009,1,2017-11-08,,166813,5,75,2,AUD
12919,1043010,1,2017-11-08,,373815,9,722,2,CAD
12920,1043011,1,2017-11-08,2017-11-09,2038328,0,1622,5,USD
12921,1043012,1,2017-11-08,,1980830,51,48,1,USD
12922,1043013,1,2017-11-08,,1232687,57,1644,1,USD
12923,1043013,2,2017-11-08,,1232687,57,1625,2,USD
12924,1043013,3,2017-11-08,,1232687,57,1661,1,USD
12925,1043014,1,2017-11-08,,2067182,47,1549,1,USD
12926,1043014,2,2017-11-08,,2067182,47,927,1,USD
12927,1044000,1,2017-11-09,,276051,8,1579,6,CAD
12928,1044000,2,2017-11-09,,276051,8,1463,1,CAD
12929,1044000,3,2017-11-09,,276051,8,879,3,CAD
12930,1044000,4,2017-11-09,,276051,8,447,3,CAD
12931,1044000,5,2017-11-09,,276051,8,82,2,CAD
12932,1044001,1,2017-11-09,,954784,36,448,7,GBP
12933,1044002,1,2017-11-09,,940846,40,906,4,GBP
12934,1044002,2,2017-11-09,,940846,40,2370,7,GBP
12935,1044002,3,2017-11-09,,940846,40,658,6,GBP
12936,1044002,4,2017-11-09,,940846,40,1493,4,GBP
12937,1044002,5,2017-11-09,,940846,40,2097,4,GBP
12938,1044003,1,2017-11-09,,1723530,55,1634,4,USD
12939,1044004,1,2017-11-09,,1526612,65,1678,3,USD
12940,1044006,1,2017-11-09,,557814,22,1550,7,EUR
12941,1044006,2,2017-11-09,,557814,22,420,3,EUR
12942,1044007,1,2017-11-09,,397988,10,1691,7,CAD
12943,1044007,2,2017-11-09,,397988,10,1584,7,CAD
12944,1044008,1,2017-11-09,2017-11-16,947703,0,470,6,GBP
12945,1044008,2,2017-11-09,2017-11-16,947703,0,1595,1,GBP
12946,1044008,3,2017-11-09,2017-11-16,947703,0,475,1,GBP
12947,1044009,1,2017-11-09,,2043122,61,446,2,USD
12948,1044009,2,2017-11-09,,2043122,61,1618,3,USD
12949,1044009,3,2017-11-09,,2043122,61,1973,4,USD
12950,1044009,4,2017-11-09,,2043122,61,1018,3,USD
12951,1044010,1,2017-11-09,,2011632,55,1795,4,USD
12952,1044010,2,2017-11-09,,2011632,55,2175,1,USD
12953,1044010,3,2017-11-09,,2011632,55,486,8,USD
12954,1044011,1,2017-11-09,,1997727,56,1644,5,USD
12955,1044012,1,2017-11-09,,1670107,44,1586,4,USD
12956,1044012,2,2017-11-09,,1670107,44,1035,2,USD
12957,1044013,1,2017-11-09,,72003,4,2494,3,AUD
12958,1044013,2,2017-11-09,,72003,4,64,2,AUD
12959,1044013,3,2017-11-09,,72003,4,307,5,AUD
12960,1044015,1,2017-11-09,2017-11-13,1772324,0,138,5,USD
12961,1045000,1,2017-11-10,,554151,19,1564,1,EUR
12962,1045000,2,2017-11-10,,554151,19,508,4,EUR
12963,1045001,1,2017-11-10,2017-11-15,1374605,0,1594,8,USD
12964,1045001,2,2017-11-10,2017-11-15,1374605,0,139,6,USD
12965,1045001,3,2017-11-10,2017-11-15,1374605,0,430,1,USD
12966,1045001,4,2017-11-10,2017-11-15,1374605,0,627,1,USD
12967,1045001,5,2017-11-10,2017-11-15,1374605,0,55,8,USD
12968,1045001,6,2017-11-10,2017-11-15,1374605,0,421,6,USD
12969,1045002,1,2017-11-10,,2092988,61,2459,1,USD
12970,1045002,2,2017-11-10,,2092988,61,2142,3,USD
12971,1045003,1,2017-11-10,,826032,33,808,8,EUR
12972,1045003,2,2017-11-10,,826032,33,1645,1,EUR
12973,1045003,3,2017-11-10,,826032,33,1652,1,EUR
12974,1045003,4,2017-11-10,,826032,33,653,4,EUR
12975,1045004,1,2017-11-10,,1882958,53,1513,7,USD
12976,1045004,2,2017-11-10,,1882958,53,2172,1,USD
12977,1045004,3,2017-11-10,,1882958,53,799,4,USD
12978,1045005,1,2017-11-10,,1461248,56,1700,5,USD
12979,1045005,2,2017-11-10,,1461248,56,394,1,USD
12980,1045006,1,2017-11-10,,1263679,64,979,1,USD
12981,1045006,2,2017-11-10,,1263679,64,2499,1,USD
12982,1045006,3,2017-11-10,,1263679,64,1699,2,USD
12983,1045008,1,2017-11-10,,1635725,61,456,4,USD
12984,1045009,1,2017-11-10,2017-11-16,1890777,0,1481,3,USD
12985,1045009,2,2017-11-10,2017-11-16,1890777,0,1757,3,USD
12986,1045009,3,2017-11-10,2017-11-16,1890777,0,1331,9,USD
12987,1045010,1,2017-11-10,2017-11-14,861209,0,1661,1,EUR
12988,1046000,1,2017-11-11,,221602,9,58,7,CAD
12989,1046000,2,2017-11-11,,221602,9,352,3,CAD
12990,1046001,1,2017-11-11,,1265271,66,1598,2,USD
12991,1046001,2,2017-11-11,,1265271,66,91,2,USD
12992,1046001,3,2017-11-11,,1265271,66,1654,3,USD
12993,1046002,1,2017-11-11,,1230567,43,165,2,USD
12994,1046002,2,2017-11-11,,1230567,43,1621,7,USD
12995,1046003,1,2017-11-11,,912208,38,49,2,GBP
12996,1046004,1,2017-11-11,2017-11-17,2087433,0,974,6,USD
12997,1046005,1,2017-11-11,,542913,22,53,2,EUR
12998,1046005,2,2017-11-11,,542913,22,1509,1,EUR
12999,1046006,1,2017-11-11,,396944,9,2161,4,CAD
13000,1046006,2,2017-11-11,,396944,9,27,2,CAD
13001,1046008,1,2017-11-11,,337764,9,1910,5,CAD
13002,1046009,1,2017-11-11,2017-11-13,1103886,0,1642,2,GBP
13003,1046009,2,2017-11-11,2017-11-13,1103886,0,165,2,GBP
13004,1046010,1,2017-11-11,,971716,39,1658,1,GBP
13005,1046011,1,2017-11-11,,1226164,59,429,2,USD
13006,1046013,1,2017-11-11,,1418131,47,453,5,USD
13007,1046014,1,2017-11-11,2017-11-13,528022,0,1266,7,EUR
13008,1046014,2,2017-11-11,2017-11-13,528022,0,1576,3,EUR
13009,1046014,3,2017-11-11,2017-11-13,528022,0,2056,1,EUR
13010,1046015,1,2017-11-11,,1520875,63,455,1,USD
13011,1046015,2,2017-11-11,,1520875,63,81,1,USD
13012,1046016,1,2017-11-11,,493378,23,1983,1,EUR
13013,1046017,1,2017-11-11,,1670409,53,53,3,USD
13014,1046017,2,2017-11-11,,1670409,53,1622,4,USD
13015,1046017,3,2017-11-11,,1670409,53,1581,3,USD
13016,1046018,1,2017-11-11,,748876,30,1467,2,EUR
13017,1046019,1,2017-11-11,,182208,1,442,4,AUD
13018,1046019,2,2017-11-11,,182208,1,1516,1,AUD
13019,1046019,3,2017-11-11,,182208,1,2110,3,AUD
13020,1046019,4,2017-11-11,,182208,1,1139,5,AUD
13021,1047000,1,2017-11-12,,1026021,38,1752,1,GBP
13022,1048000,1,2017-11-13,,137949,5,797,4,AUD
13023,1048000,2,2017-11-13,,137949,5,1584,5,AUD
13024,1048000,3,2017-11-13,,137949,5,86,3,AUD
13025,1048001,1,2017-11-13,,383528,9,2109,4,CAD
13026,1048001,2,2017-11-13,,383528,9,997,1,CAD
13027,1048001,3,2017-11-13,,383528,9,2015,2,CAD
13028,1048002,1,2017-11-13,,1664972,47,1632,5,USD
13029,1048002,2,2017-11-13,,1664972,47,48,3,USD
13030,1048005,1,2017-11-13,,1318168,50,1882,3,USD
13031,1048005,2,2017-11-13,,1318168,50,2035,4,USD
13032,1048005,3,2017-11-13,,1318168,50,433,3,USD
13033,1048006,1,2017-11-13,,1291868,53,1914,3,USD
13034,1048007,1,2017-11-13,,320314,8,545,3,CAD
13035,1048008,1,2017-11-13,,1283754,66,40,4,USD
13036,1049000,1,2017-11-14,2017-11-18,1596264,0,1437,1,USD
13037,1049001,1,2017-11-14,,842317,33,1250,4,EUR
13038,1049001,2,2017-11-14,,842317,33,74,1,EUR
13039,1049002,1,2017-11-14,,428496,24,1756,1,EUR
13040,1049003,1,2017-11-14,,1865718,53,1282,1,USD
13041,1049003,2,2017-11-14,,1865718,53,1700,2,USD
13042,1049003,3,2017-11-14,,1865718,53,1358,5,USD
13043,1049004,1,2017-11-14,,1819071,63,113,1,USD
13044,1049004,2,2017-11-14,,1819071,63,1673,7,USD
13045,1049004,3,2017-11-14,,1819071,63,1599,1,USD
13046,1049004,4,2017-11-14,,1819071,63,58,6,USD
13047,1049005,1,2017-11-14,,1592930,65,189,1,USD
13048,1049006,1,2017-11-14,,328988,9,2066,3,CAD
13049,1049006,2,2017-11-14,,328988,9,1666,7,CAD
13050,1049007,1,2017-11-14,2017-11-20,1886388,0,489,3,USD
13051,1049007,2,2017-11-14,2017-11-20,1886388,0,1603,7,USD
13052,1049007,3,2017-11-14,2017-11-20,1886388,0,52,1,USD
13053,1049008,1,2017-11-14,,18470,6,41,3,AUD
13054,1049008,2,2017-11-14,,18470,6,1446,1,AUD
13055,1049009,1,2017-11-14,,1906549,53,661,4,USD
13056,1049009,2,2017-11-14,,1906549,53,1602,4,USD
13057,1049009,3,2017-11-14,,1906549,53,1196,9,USD
13058,1049009,4,2017-11-14,,1906549,53,1602,3,USD
13059,1049009,5,2017-11-14,,1906549,53,39,1,USD
13060,1049010,1,2017-11-14,,687250,12,1542,1,EUR
13061,1049010,2,2017-11-14,,687250,12,2013,1,EUR
13062,1049010,3,2017-11-14,,687250,12,968,7,EUR
13063,1049010,4,2017-11-14,,687250,12,460,10,EUR
13064,1049010,5,2017-11-14,,687250,12,777,3,EUR
13065,1049010,6,2017-11-14,,687250,12,80,1,EUR
13066,1049010,7,2017-11-14,,687250,12,2115,1,EUR
13067,1050000,1,2017-11-15,,312608,9,1421,1,CAD
13068,1050000,2,2017-11-15,,312608,9,1640,1,CAD
13069,1050000,3,2017-11-15,,312608,9,113,3,CAD
13070,1050000,4,2017-11-15,,312608,9,631,1,CAD
13071,1050001,1,2017-11-15,,1483593,63,1462,4,USD
13072,1050001,2,2017-11-15,,1483593,63,969,1,USD
13073,1050002,1,2017-11-15,2017-11-21,478298,0,900,3,EUR
13074,1050002,2,2017-11-15,2017-11-21,478298,0,1678,6,EUR
13075,1050003,1,2017-11-15,,833851,33,1635,5,EUR
13076,1050004,1,2017-11-15,,1330039,47,1454,1,USD
13077,1050005,1,2017-11-15,,1760076,44,2073,6,USD
13078,1050006,1,2017-11-15,,37991,5,53,5,AUD
13079,1050007,1,2017-11-15,,1984464,43,425,1,USD
13080,1050007,2,2017-11-15,,1984464,43,2096,7,USD
13081,1050007,3,2017-11-15,,1984464,43,2110,2,USD
13082,1050008,1,2017-11-15,,785245,30,1724,3,EUR
13083,1050008,2,2017-11-15,,785245,30,183,4,EUR
13084,1050008,3,2017-11-15,,785245,30,115,2,EUR
13085,1050008,4,2017-11-15,,785245,30,1710,10,EUR
13086,1050009,1,2017-11-15,,1345382,56,2171,5,USD
13087,1050010,1,2017-11-15,,1012373,37,1674,2,GBP
13088,1050010,2,2017-11-15,,1012373,37,1003,3,GBP
13089,1050010,3,2017-11-15,,1012373,37,1556,2,GBP
13090,1050010,4,2017-11-15,,1012373,37,471,6,GBP
13091,1050010,5,2017-11-15,,1012373,37,1656,4,GBP
13092,1050010,6,2017-11-15,,1012373,37,1641,1,GBP
13093,1050011,1,2017-11-15,2017-11-18,1091801,0,1321,1,GBP
13094,1050011,2,2017-11-15,2017-11-18,1091801,0,743,8,GBP
13095,1050011,3,2017-11-15,2017-11-18,1091801,0,1620,1,GBP
13096,1050011,4,2017-11-15,2017-11-18,1091801,0,1652,2,GBP
13097,1050012,1,2017-11-15,,1530535,51,169,1,USD
13098,1050012,2,2017-11-15,,1530535,51,79,4,USD
13099,1050012,3,2017-11-15,,1530535,51,2109,1,USD
13100,1050012,4,2017-11-15,,1530535,51,1421,1,USD
13101,1050012,5,2017-11-15,,1530535,51,836,2,USD
13102,1050012,6,2017-11-15,,1530535,51,1657,8,USD
13103,1050013,1,2017-11-15,,1450086,63,1806,4,USD
13104,1050013,2,2017-11-15,,1450086,63,65,4,USD
13105,1050013,3,2017-11-15,,1450086,63,2496,1,USD
13106,1050013,4,2017-11-15,,1450086,63,2354,1,USD
13107,1050013,5,2017-11-15,,1450086,63,1796,2,USD
13108,1050013,6,2017-11-15,,1450086,63,717,3,USD
13109,1050014,1,2017-11-15,,793686,29,419,2,EUR
13110,1051000,1,2017-11-16,,395197,9,1782,2,CAD
13111,1051000,2,2017-11-16,,395197,9,1640,1,CAD
13112,1051000,3,2017-11-16,,395197,9,1674,2,CAD
13113,1051001,1,2017-11-16,,1606675,56,1529,1,USD
13114,1051001,2,2017-11-16,,1606675,56,353,3,USD
13115,1051001,3,2017-11-16,,1606675,56,1576,1,USD
13116,1051001,4,2017-11-16,,1606675,56,78,3,USD
13117,1051003,1,2017-11-16,,1783996,59,441,3,USD
13118,1051003,2,2017-11-16,,1783996,59,215,1,USD
13119,1051004,1,2017-11-16,,1681427,48,1276,4,USD
13120,1051004,2,2017-11-16,,1681427,48,1496,1,USD
13121,1051004,3,2017-11-16,,1681427,48,1623,1,USD
13122,1051004,4,2017-11-16,,1681427,48,1603,7,USD
13123,1051005,1,2017-11-16,2017-11-24,908105,0,1483,2,GBP
13124,1051006,1,2017-11-16,,1666075,44,10,1,USD
13125,1051006,3,2017-11-16,,1666075,44,113,1,USD
13126,1051007,1,2017-11-16,2017-11-22,2061513,0,357,4,USD
13127,1051008,1,2017-11-16,,1363027,51,2013,1,USD
13128,1051008,2,2017-11-16,,1363027,51,963,3,USD
13129,1051009,1,2017-11-16,2017-11-21,1383079,0,822,8,USD
13130,1051010,1,2017-11-16,,2087477,48,1687,2,USD
13131,1051012,1,2017-11-16,,1467137,65,2497,2,USD
13132,1051012,2,2017-11-16,,1467137,65,2015,1,USD
13133,1051012,3,2017-11-16,,1467137,65,65,2,USD
13134,1051013,1,2017-11-16,,1523947,54,460,1,USD
13135,1051013,2,2017-11-16,,1523947,54,105,2,USD
13136,1051014,1,2017-11-16,,1496211,63,47,1,USD
13137,1051014,2,2017-11-16,,1496211,63,1431,4,USD
13138,1051014,3,2017-11-16,,1496211,63,1927,1,USD
13139,1051014,4,2017-11-16,,1496211,63,2033,3,USD
13140,1052000,1,2017-11-17,2017-11-21,1254510,0,92,1,USD
13141,1052000,2,2017-11-17,2017-11-21,1254510,0,1443,4,USD
13142,1052001,1,2017-11-17,,1400564,64,101,8,USD
13143,1052001,2,2017-11-17,,1400564,64,2508,3,USD
13144,1052002,1,2017-11-17,,444719,19,96,1,EUR
13145,1052002,3,2017-11-17,,444719,19,1777,3,EUR
13146,1052003,1,2017-11-17,,1599683,54,1695,1,USD
13147,1052003,2,2017-11-17,,1599683,54,1627,2,USD
13148,1052003,3,2017-11-17,,1599683,54,47,3,USD
13149,1052004,1,2017-11-17,,1127050,36,1335,2,GBP
13150,1052004,2,2017-11-17,,1127050,36,1656,2,GBP
13151,1052004,3,2017-11-17,,1127050,36,1474,2,GBP
13152,1052006,1,2017-11-17,,1215249,50,443,2,USD
13153,1052007,1,2017-11-17,,1117944,39,1283,5,GBP
13154,1052007,2,2017-11-17,,1117944,39,150,7,GBP
13155,1052007,3,2017-11-17,,1117944,39,2117,1,GBP
13156,1052007,4,2017-11-17,,1117944,39,1602,4,GBP
13157,1052008,1,2017-11-17,,702340,29,1581,2,EUR
13158,1052010,1,2017-11-17,,1411283,48,1180,4,USD
13159,1053000,1,2017-11-18,,1568116,45,459,1,USD
13160,1053001,1,2017-11-18,,999176,41,191,1,GBP
13161,1053001,2,2017-11-18,,999176,41,2097,2,GBP
13162,1053001,3,2017-11-18,,999176,41,1646,1,GBP
13163,1053001,4,2017-11-18,,999176,41,1617,4,GBP
13164,1053002,1,2017-11-18,,522615,24,430,3,EUR
13165,1053002,2,2017-11-18,,522615,24,1540,2,EUR
13166,1053003,1,2017-11-18,,1579183,50,220,1,USD
13167,1053003,2,2017-11-18,,1579183,50,433,2,USD
13168,1053003,3,2017-11-18,,1579183,50,1,3,USD
