,date,currency,exchange
2627,2016-06-09,AUD,1.3444
2628,2016-06-09,EUR,0.8816
2629,2016-06-09,GBP,0.6915
2630,2016-06-10,USD,1.0
2631,2016-06-10,CAD,1.2748
2632,2016-06-10,AUD,1.3512
2633,2016-06-10,EUR,0.8846
2634,2016-06-10,GBP,0.6943
2635,2016-06-11,USD,1.0
2636,2016-06-11,CAD,1.2748
2637,2016-06-11,AUD,1.3512
2638,2016-06-11,EUR,0.8846
2639,2016-06-11,GBP,0.6943
2640,2016-06-12,USD,1.0
2641,2016-06-12,CAD,1.2748
2642,2016-06-12,AUD,1.3512
2643,2016-06-12,EUR,0.8846
2644,2016-06-12,GBP,0.6943
2645,2016-06-13,USD,1.0
2646,2016-06-13,CAD,1.2771
2647,2016-06-13,AUD,1.3514
2648,2016-06-13,EUR,0.8875
2649,2016-06-13,GBP,0.7057
2650,2016-06-14,USD,1.0
2651,2016-06-14,CAD,1.2872
2652,2016-06-14,AUD,1.361
2653,2016-06-14,EUR,0.8909
2654,2016-06-14,GBP,0.708
2655,2016-06-15,USD,1.0
2656,2016-06-15,CAD,1.2857
2657,2016-06-15,AUD,1.3524
2658,2016-06-15,EUR,0.8905
2659,2016-06-15,GBP,0.7049
2660,2016-06-16,USD,1.0
2661,2016-06-16,CAD,1.3003
2662,2016-06-16,AUD,1.3614
2663,2016-06-16,EUR,0.8949
2664,2016-06-16,GBP,0.7073
2665,2016-06-17,USD,1.0
2666,2016-06-17,CAD,1.2901
2667,2016-06-17,AUD,1.3537
2668,2016-06-17,EUR,0.8886
2669,2016-06-17,GBP,0.6999
2670,2016-06-18,USD,1.0
2671,2016-06-18,CAD,1.2901
2672,2016-06-18,AUD,1.3537
2673,2016-06-18,EUR,0.8886
2674,2016-06-18,GBP,0.6999
2675,2016-06-19,USD,1.0
2676,2016-06-19,CAD,1.2901
2677,2016-06-19,AUD,1.3537
2678,2016-06-19,EUR,0.8886
2679,2016-06-19,GBP,0.6999
2680,2016-06-20,USD,1.0
2681,2016-06-20,CAD,1.2813
2682,2016-06-20,AUD,1.3403
2683,2016-06-20,EUR,0.8825
2684,2016-06-20,GBP,0.6828
2685,2016-06-21,USD,1.0
2686,2016-06-21,CAD,1.2773
2687,2016-06-21,AUD,1.3322
2688,2016-06-21,EUR,0.8839
2689,2016-06-21,GBP,0.6784
2690,2016-06-22,USD,1.0
2691,2016-06-22,CAD,1.2762
2692,2016-06-22,AUD,1.3324
2693,2016-06-22,EUR,0.8863
2694,2016-06-22,GBP,0.6806
2695,2016-06-23,USD,1.0
2696,2016-06-23,CAD,1.2747
2697,2016-06-23,AUD,1.3223
2698,2016-06-23,EUR,0.878
2699,2016-06-23,GBP,0.6725
2700,2016-06-24,USD,1.0
2701,2016-06-24,CAD,1.3006
2702,2016-06-24,AUD,1.3474
2703,2016-06-24,EUR,0.9037
2704,2016-06-24,GBP,0.7297
2705,2016-06-25,USD,1.0
2706,2016-06-25,CAD,1.3006
2707,2016-06-25,AUD,1.3474
2708,2016-06-25,EUR,0.9037
2709,2016-06-25,GBP,0.7297
2710,2016-06-26,USD,1.0
2711,2016-06-26,CAD,1.3006
2712,2016-06-26,AUD,1.3474
2713,2016-06-26,EUR,0.9037
2714,2016-06-26,GBP,0.7297
2715,2016-06-27,USD,1.0
2716,2016-06-27,CAD,1.3048
2717,2016-06-27,AUD,1.3509
2718,2016-06-27,EUR,0.9093
2719,2016-06-27,GBP,0.7583
2720,2016-06-28,USD,1.0
2721,2016-06-28,CAD,1.3039
2722,2016-06-28,AUD,1.3532
2723,2016-06-28,EUR,0.9031
2724,2016-06-28,GBP,0.747
2725,2016-06-29,USD,1.0
2726,2016-06-29,CAD,1.2991
2727,2016-06-29,AUD,1.3445
2728,2016-06-29,EUR,0.9017
2729,2016-06-29,GBP,0.7444
2730,2016-06-30,USD,1.0
2731,2016-06-30,CAD,1.2956
2732,2016-06-30,AUD,1.3447
2733,2016-06-30,EUR,0.9007
2734,2016-06-30,GBP,0.7445
2735,2016-07-01,USD,1.0
2736,2016-07-01,CAD,1.2923
2737,2016-07-01,AUD,1.3367
2738,2016-07-01,EUR,0.8981
2739,2016-07-01,GBP,0.7529
2740,2016-07-02,USD,1.0
2741,2016-07-02,CAD,1.2923
2742,2016-07-02,AUD,1.3367
2743,2016-07-02,EUR,0.8981
2744,2016-07-02,GBP,0.7529
2745,2016-07-03,USD,1.0
2746,2016-07-03,CAD,1.2923
2747,2016-07-03,AUD,1.3367
2748,2016-07-03,EUR,0.8981
2749,2016-07-03,GBP,0.7529
2750,2016-07-04,USD,1.0
2751,2016-07-04,CAD,1.2864
2752,2016-07-04,AUD,1.3281
2753,2016-07-04,EUR,0.8978
2754,2016-07-04,GBP,0.7533
2755,2016-07-05,USD,1.0
2756,2016-07-05,CAD,1.2936
2757,2016-07-05,AUD,1.337
2758,2016-07-05,EUR,0.8972
2759,2016-07-05,GBP,0.7626
2760,2016-07-06,USD,1.0
2761,2016-07-06,CAD,1.3026
2762,2016-07-06,AUD,1.3382
2763,2016-07-06,EUR,0.9034
2764,2016-07-06,GBP,0.7706
2765,2016-07-07,USD,1.0
2766,2016-07-07,CAD,1.2931
2767,2016-07-07,AUD,1.3301
2768,2016-07-07,EUR,0.9025
2769,2016-07-07,GBP,0.7679
2770,2016-07-08,USD,1.0
2771,2016-07-08,CAD,1.3014
2772,2016-07-08,AUD,1.3307
2773,2016-07-08,EUR,0.9033
2774,2016-07-08,GBP,0.77
2775,2016-07-09,USD,1.0
2776,2016-07-09,CAD,1.3014
2777,2016-07-09,AUD,1.3307
2778,2016-07-09,EUR,0.9033
2779,2016-07-09,GBP,0.77
2780,2016-07-10,USD,1.0
2781,2016-07-10,CAD,1.3014
2782,2016-07-10,AUD,1.3307
2783,2016-07-10,EUR,0.9033
2784,2016-07-10,GBP,0.77
2785,2016-07-11,USD,1.0
2786,2016-07-11,CAD,1.3066
2787,2016-07-11,AUD,1.3229
2788,2016-07-11,EUR,0.9051
2789,2016-07-11,GBP,0.7702
2790,2016-07-12,USD,1.0
2791,2016-07-12,CAD,1.3029
2792,2016-07-12,AUD,1.3101
2793,2016-07-12,EUR,0.9016
2794,2016-07-12,GBP,0.7598
2795,2016-07-13,USD,1.0
2796,2016-07-13,CAD,1.3053
2797,2016-07-13,AUD,1.3111
2798,2016-07-13,EUR,0.9032
2799,2016-07-13,GBP,0.7532
2800,2016-07-14,USD,1.0
2801,2016-07-14,CAD,1.2926
2802,2016-07-14,AUD,1.3075
2803,2016-07-14,EUR,0.8963
2804,2016-07-14,GBP,0.7467
2805,2016-07-15,USD,1.0
2806,2016-07-15,CAD,1.2866
2807,2016-07-15,AUD,1.3064
2808,2016-07-15,EUR,0.8986
2809,2016-07-15,GBP,0.7483
2810,2016-07-16,USD,1.0
2811,2016-07-16,CAD,1.2866
2812,2016-07-16,AUD,1.3064
2813,2016-07-16,EUR,0.8986
2814,2016-07-16,GBP,0.7483
2815,2016-07-17,USD,1.0
2816,2016-07-17,CAD,1.2866
2817,2016-07-17,AUD,1.3064
2818,2016-07-17,EUR,0.8986
2819,2016-07-17,GBP,0.7483
2820,2016-07-18,USD,1.0
2821,2016-07-18,CAD,1.2951
2822,2016-07-18,AUD,1.317
2823,2016-07-18,EUR,0.9047
2824,2016-07-18,GBP,0.7543
2825,2016-07-19,USD,1.0
2826,2016-07-19,CAD,1.3017
2827,2016-07-19,AUD,1.3346
2828,2016-07-19,EUR,0.9062
2829,2016-07-19,GBP,0.7608
2830,2016-07-20,USD,1.0
2831,2016-07-20,CAD,1.3059
2832,2016-07-20,AUD,1.3359
2833,2016-07-20,EUR,0.908
2834,2016-07-20,GBP,0.7591
2835,2016-07-21,USD,1.0
2836,2016-07-21,CAD,1.3051
2837,2016-07-21,AUD,1.3355
2838,2016-07-21,EUR,0.9079
2839,2016-07-21,GBP,0.7589
2840,2016-07-22,USD,1.0
2841,2016-07-22,CAD,1.3107
2842,2016-07-22,AUD,1.3362
2843,2016-07-22,EUR,0.9079
2844,2016-07-22,GBP,0.7636
2845,2016-07-23,USD,1.0
2846,2016-07-23,CAD,1.3107
2847,2016-07-23,AUD,1.3362
2848,2016-07-23,EUR,0.9079
2849,2016-07-23,GBP,0.7636
2850,2016-07-24,USD,1.0
2851,2016-07-24,CAD,1.3107
2852,2016-07-24,AUD,1.3362
2853,2016-07-24,EUR,0.9079
2854,2016-07-24,GBP,0.7636
2855,2016-07-25,USD,1.0
2856,2016-07-25,CAD,1.3172
2857,2016-07-25,AUD,1.3355
2858,2016-07-25,EUR,0.9106
2859,2016-07-25,GBP,0.7619
2860,2016-07-26,USD,1.0
2861,2016-07-26,CAD,1.3234
2862,2016-07-26,AUD,1.3275
2863,2016-07-26,EUR,0.9093
2864,2016-07-26,GBP,0.7612
2865,2016-07-27,USD,1.0
2866,2016-07-27,CAD,1.319
2867,2016-07-27,AUD,1.3388
2868,2016-07-27,EUR,0.9098
2869,2016-07-27,GBP,0.7631
2870,2016-07-28,USD,1.0
2871,2016-07-28,CAD,1.3161
2872,2016-07-28,AUD,1.3287
2873,2016-07-28,EUR,0.9017
2874,2016-07-28,GBP,0.7594
2875,2016-07-29,USD,1.0
2876,2016-07-29,CAD,1.3176
2877,2016-07-29,AUD,1.3302
2878,2016-07-29,EUR,0.8998
2879,2016-07-29,GBP,0.7595
2880,2016-07-30,USD,1.0
2881,2016-07-30,CAD,1.3176
2882,2016-07-30,AUD,1.3302
2883,2016-07-30,EUR,0.8998
2884,2016-07-30,GBP,0.7595
2885,2016-07-31,USD,1.0
2886,2016-07-31,CAD,1.3176
2887,2016-07-31,AUD,1.3302
2888,2016-07-31,EUR,0.8998
2889,2016-07-31,GBP,0.7595
2890,2016-08-01,USD,1.0
2891,2016-08-01,CAD,1.3066
2892,2016-08-01,AUD,1.3213
2893,2016-08-01,EUR,0.8957
2894,2016-08-01,GBP,0.7573
2895,2016-08-02,USD,1.0
2896,2016-08-02,CAD,1.3051
2897,2016-08-02,AUD,1.3148
2898,2016-08-02,EUR,0.8934
2899,2016-08-02,GBP,0.7532
2900,2016-08-03,USD,1.0
2901,2016-08-03,CAD,1.31
2902,2016-08-03,AUD,1.317
2903,2016-08-03,EUR,0.8929
2904,2016-08-03,GBP,0.7492
2905,2016-08-04,USD,1.0
2906,2016-08-04,CAD,1.3053
2907,2016-08-04,AUD,1.3114
2908,2016-08-04,EUR,0.898
2909,2016-08-04,GBP,0.7597
2910,2016-08-05,USD,1.0
2911,2016-08-05,CAD,1.3023
2912,2016-08-05,AUD,1.3058
2913,2016-08-05,EUR,0.8964
2914,2016-08-05,GBP,0.7602
2915,2016-08-06,USD,1.0
2916,2016-08-06,CAD,1.3023
2917,2016-08-06,AUD,1.3058
2918,2016-08-06,EUR,0.8964
2919,2016-08-06,GBP,0.7602
2920,2016-08-07,USD,1.0
2921,2016-08-07,CAD,1.3023
2922,2016-08-07,AUD,1.3058
2923,2016-08-07,EUR,0.8964
2924,2016-08-07,GBP,0.7602
2925,2016-08-08,USD,1.0
2926,2016-08-08,CAD,1.3144
2927,2016-08-08,AUD,1.3096
2928,2016-08-08,EUR,0.902
2929,2016-08-08,GBP,0.7663
2930,2016-08-09,USD,1.0
2931,2016-08-09,CAD,1.3149
2932,2016-08-09,AUD,1.3056
2933,2016-08-09,EUR,0.9027
2934,2016-08-09,GBP,0.7709
2935,2016-08-10,USD,1.0
2936,2016-08-10,CAD,1.3016
2937,2016-08-10,AUD,1.292
2938,2016-08-10,EUR,0.8941
2939,2016-08-10,GBP,0.7649
2940,2016-08-11,USD,1.0
2941,2016-08-11,CAD,1.3054
2942,2016-08-11,AUD,1.2965
2943,2016-08-11,EUR,0.8966
2944,2016-08-11,GBP,0.7714
2945,2016-08-12,USD,1.0
2946,2016-08-12,CAD,1.2975
2947,2016-08-12,AUD,1.3027
2948,2016-08-12,EUR,0.8962
2949,2016-08-12,GBP,0.7712
2950,2016-08-13,USD,1.0
2951,2016-08-13,CAD,1.2975
2952,2016-08-13,AUD,1.3027
2953,2016-08-13,EUR,0.8962
2954,2016-08-13,GBP,0.7712
2955,2016-08-14,USD,1.0
2956,2016-08-14,CAD,1.2975
2957,2016-08-14,AUD,1.3027
2958,2016-08-14,EUR,0.8962
2959,2016-08-14,GBP,0.7712
2960,2016-08-15,USD,1.0
2961,2016-08-15,CAD,1.2921
2962,2016-08-15,AUD,1.3038
2963,2016-08-15,EUR,0.8945
2964,2016-08-15,GBP,0.7753
2965,2016-08-16,USD,1.0
2966,2016-08-16,CAD,1.2817
2967,2016-08-16,AUD,1.2928
2968,2016-08-16,EUR,0.8853
2969,2016-08-16,GBP,0.7708
2970,2016-08-17,USD,1.0
2971,2016-08-17,CAD,1.2885
2972,2016-08-17,AUD,1.3107
2973,2016-08-17,EUR,0.8868
2974,2016-08-17,GBP,0.7684
2975,2016-08-18,USD,1.0
2976,2016-08-18,CAD,1.2829
2977,2016-08-18,AUD,1.3043
2978,2016-08-18,EUR,0.8833
2979,2016-08-18,GBP,0.7603
2980,2016-08-19,USD,1.0
2981,2016-08-19,CAD,1.2844
2982,2016-08-19,AUD,1.3135
2983,2016-08-19,EUR,0.8829
2984,2016-08-19,GBP,0.7641
2985,2016-08-20,USD,1.0
2986,2016-08-20,CAD,1.2844
2987,2016-08-20,AUD,1.3135
2988,2016-08-20,EUR,0.8829
2989,2016-08-20,GBP,0.7641
2990,2016-08-21,USD,1.0
2991,2016-08-21,CAD,1.2844
2992,2016-08-21,AUD,1.3135
2993,2016-08-21,EUR,0.8829
2994,2016-08-21,GBP,0.7641
2995,2016-08-22,USD,1.0
2996,2016-08-22,CAD,1.2915
2997,2016-08-22,AUD,1.314
2998,2016-08-22,EUR,0.8845
2999,2016-08-22,GBP,0.7628
3000,2016-08-23,USD,1.0
3001,2016-08-23,CAD,1.2898
3002,2016-08-23,AUD,1.3073
3003,2016-08-23,EUR,0.8819
3004,2016-08-23,GBP,0.7584
3005,2016-08-24,USD,1.0
3006,2016-08-24,CAD,1.294
3007,2016-08-24,AUD,1.3119
3008,2016-08-24,EUR,0.8875
3009,2016-08-24,GBP,0.7555
3010,2016-08-25,USD,1.0
3011,2016-08-25,CAD,1.2929
3012,2016-08-25,AUD,1.3144
3013,2016-08-25,EUR,0.8857
3014,2016-08-25,GBP,0.7579
3015,2016-08-26,USD,1.0
3016,2016-08-26,CAD,1.2884
3017,2016-08-26,AUD,1.3083
3018,2016-08-26,EUR,0.8857
3019,2016-08-26,GBP,0.7569
3020,2016-08-27,USD,1.0
3021,2016-08-27,CAD,1.2884
3022,2016-08-27,AUD,1.3083
3023,2016-08-27,EUR,0.8857
3024,2016-08-27,GBP,0.7569
3025,2016-08-28,USD,1.0
3026,2016-08-28,CAD,1.2884
3027,2016-08-28,AUD,1.3083
3028,2016-08-28,EUR,0.8857
3029,2016-08-28,GBP,0.7569
3030,2016-08-29,USD,1.0
3031,2016-08-29,CAD,1.3013
3032,2016-08-29,AUD,1.3241
3033,2016-08-29,EUR,0.8953
3034,2016-08-29,GBP,0.7652
3035,2016-08-30,USD,1.0
3036,2016-08-30,CAD,1.3039
3037,2016-08-30,AUD,1.3241
3038,2016-08-30,EUR,0.8954
3039,2016-08-30,GBP,0.7626
3040,2016-08-31,USD,1.0
3041,2016-08-31,CAD,1.31
3042,2016-08-31,AUD,1.33
3043,2016-08-31,EUR,0.8983
3044,2016-08-31,GBP,0.7618
3045,2016-09-01,USD,1.0
3046,2016-09-01,CAD,1.3129
3047,2016-09-01,AUD,1.3279
3048,2016-09-01,EUR,0.8972
3049,2016-09-01,GBP,0.7541
3050,2016-09-02,USD,1.0
3051,2016-09-02,CAD,1.3082
3052,2016-09-02,AUD,1.3231
3053,2016-09-02,EUR,0.8934
3054,2016-09-02,GBP,0.7528
3055,2016-09-03,USD,1.0
3056,2016-09-03,CAD,1.3082
3057,2016-09-03,AUD,1.3231
3058,2016-09-03,EUR,0.8934
3059,2016-09-03,GBP,0.7528
3060,2016-09-04,USD,1.0
3061,2016-09-04,CAD,1.3082
3062,2016-09-04,AUD,1.3231
3063,2016-09-04,EUR,0.8934
3064,2016-09-04,GBP,0.7528
3065,2016-09-05,USD,1.0
3066,2016-09-05,CAD,1.294
3067,2016-09-05,AUD,1.3173
3068,2016-09-05,EUR,0.8964
3069,2016-09-05,GBP,0.7498
3070,2016-09-06,USD,1.0
3071,2016-09-06,CAD,1.2909
3072,2016-09-06,AUD,1.3106
3073,2016-09-06,EUR,0.8961
3074,2016-09-06,GBP,0.7486
3075,2016-09-07,USD,1.0
3076,2016-09-07,CAD,1.2854
3077,2016-09-07,AUD,1.3026
3078,2016-09-07,EUR,0.8899
3079,2016-09-07,GBP,0.7472
3080,2016-09-08,USD,1.0
3081,2016-09-08,CAD,1.2877
3082,2016-09-08,AUD,1.2953
3083,2016-09-08,EUR,0.8853
3084,2016-09-08,GBP,0.7486
3085,2016-09-09,USD,1.0
3086,2016-09-09,CAD,1.2957
3087,2016-09-09,AUD,1.3166
3088,2016-09-09,EUR,0.8875
3089,2016-09-09,GBP,0.7504
3090,2016-09-10,USD,1.0
3091,2016-09-10,CAD,1.2957
3092,2016-09-10,AUD,1.3166
3093,2016-09-10,EUR,0.8875
3094,2016-09-10,GBP,0.7504
3095,2016-09-11,USD,1.0
3096,2016-09-11,CAD,1.2957
3097,2016-09-11,AUD,1.3166
3098,2016-09-11,EUR,0.8875
3099,2016-09-11,GBP,0.7504
3100,2016-09-12,USD,1.0
3101,2016-09-12,CAD,1.3114
3102,2016-09-12,AUD,1.3299
3103,2016-09-12,EUR,0.8908
3104,2016-09-12,GBP,0.7525
3105,2016-09-13,USD,1.0
3106,2016-09-13,CAD,1.3109
3107,2016-09-13,AUD,1.3282
3108,2016-09-13,EUR,0.8891
3109,2016-09-13,GBP,0.7536
3110,2016-09-14,USD,1.0
3111,2016-09-14,CAD,1.3192
3112,2016-09-14,AUD,1.3391
3113,2016-09-14,EUR,0.8914
3114,2016-09-14,GBP,0.7584
3115,2016-09-15,USD,1.0
3116,2016-09-15,CAD,1.3178
3117,2016-09-15,AUD,1.3361
3118,2016-09-15,EUR,0.8886
3119,2016-09-15,GBP,0.757
3120,2016-09-16,USD,1.0
3121,2016-09-16,CAD,1.3199
3122,2016-09-16,AUD,1.3316
3123,2016-09-16,EUR,0.8908
3124,2016-09-16,GBP,0.759
3125,2016-09-17,USD,1.0
3126,2016-09-17,CAD,1.3199
3127,2016-09-17,AUD,1.3316
3128,2016-09-17,EUR,0.8908
3129,2016-09-17,GBP,0.759
3130,2016-09-18,USD,1.0
3131,2016-09-18,CAD,1.3199
3132,2016-09-18,AUD,1.3316
3133,2016-09-18,EUR,0.8908
3134,2016-09-18,GBP,0.759
3135,2016-09-19,USD,1.0
3136,2016-09-19,CAD,1.3152
3137,2016-09-19,AUD,1.3249
3138,2016-09-19,EUR,0.8957
3139,2016-09-19,GBP,0.7658
3140,2016-09-20,USD,1.0
3141,2016-09-20,CAD,1.3226
3142,2016-09-20,AUD,1.3244
3143,2016-09-20,EUR,0.8941
3144,2016-09-20,GBP,0.7709
3145,2016-09-21,USD,1.0
3146,2016-09-21,CAD,1.3142
3147,2016-09-21,AUD,1.3152
3148,2016-09-21,EUR,0.8969
3149,2016-09-21,GBP,0.7685
3150,2016-09-22,USD,1.0
3151,2016-09-22,CAD,1.3012
3152,2016-09-22,AUD,1.3057
3153,2016-09-22,EUR,0.8898
3154,2016-09-22,GBP,0.7646
3155,2016-09-23,USD,1.0
3156,2016-09-23,CAD,1.3042
3157,2016-09-23,AUD,1.3095
3158,2016-09-23,EUR,0.8917
3159,2016-09-23,GBP,0.7708
3160,2016-09-24,USD,1.0
3161,2016-09-24,CAD,1.3042
3162,2016-09-24,AUD,1.3095
3163,2016-09-24,EUR,0.8917
3164,2016-09-24,GBP,0.7708
3165,2016-09-25,USD,1.0
3166,2016-09-25,CAD,1.3042
3167,2016-09-25,AUD,1.3095
3168,2016-09-25,EUR,0.8917
3169,2016-09-25,GBP,0.7708
3170,2016-09-26,USD,1.0
3171,2016-09-26,CAD,1.3164
3172,2016-09-26,AUD,1.3098
3173,2016-09-26,EUR,0.8879
3174,2016-09-26,GBP,0.7733
3175,2016-09-27,USD,1.0
3176,2016-09-27,CAD,1.3256
3177,2016-09-27,AUD,1.3067
3178,2016-09-27,EUR,0.8913
3179,2016-09-27,GBP,0.7702
3180,2016-09-28,USD,1.0
3181,2016-09-28,CAD,1.3211
3182,2016-09-28,AUD,1.304
3183,2016-09-28,EUR,0.8909
3184,2016-09-28,GBP,0.768
3185,2016-09-29,USD,1.0
3186,2016-09-29,CAD,1.3085
3187,2016-09-29,AUD,1.3049
3188,2016-09-29,EUR,0.8912
3189,2016-09-29,GBP,0.7676
3190,2016-09-30,USD,1.0
3191,2016-09-30,CAD,1.3162
3192,2016-09-30,AUD,1.3132
3193,2016-09-30,EUR,0.896
3194,2016-09-30,GBP,0.7715
3195,2016-10-01,USD,1.0
3196,2016-10-01,CAD,1.3162
3197,2016-10-01,AUD,1.3132
3198,2016-10-01,EUR,0.896
3199,2016-10-01,GBP,0.7715
3200,2016-10-02,USD,1.0
3201,2016-10-02,CAD,1.3162
3202,2016-10-02,AUD,1.3132
3203,2016-10-02,EUR,0.896
3204,2016-10-02,GBP,0.7715
3205,2016-10-03,USD,1.0
3206,2016-10-03,CAD,1.3085
3207,2016-10-03,AUD,1.3028
3208,2016-10-03,EUR,0.89
3209,2016-10-03,GBP,0.7771
3210,2016-10-04,USD,1.0
3211,2016-10-04,CAD,1.3168
3212,2016-10-04,AUD,1.3049
3213,2016-10-04,EUR,0.896
3214,2016-10-04,GBP,0.7843
3215,2016-10-05,USD,1.0
3216,2016-10-05,CAD,1.3216
3217,2016-10-05,AUD,1.3132
3218,2016-10-05,EUR,0.892
3219,2016-10-05,GBP,0.7863
3220,2016-10-06,USD,1.0
3221,2016-10-06,CAD,1.3204
3222,2016-10-06,AUD,1.3198
3223,2016-10-06,EUR,0.8941
3224,2016-10-06,GBP,0.7897
3225,2016-10-07,USD,1.0
3226,2016-10-07,CAD,1.3271
3227,2016-10-07,AUD,1.3192
3228,2016-10-07,EUR,0.8977
3229,2016-10-07,GBP,0.8111
3230,2016-10-08,USD,1.0
3231,2016-10-08,CAD,1.3271
3232,2016-10-08,AUD,1.3192
3233,2016-10-08,EUR,0.8977
3234,2016-10-08,GBP,0.8111
3235,2016-10-09,USD,1.0
3236,2016-10-09,CAD,1.3271
3237,2016-10-09,AUD,1.3192
3238,2016-10-09,EUR,0.8977
3239,2016-10-09,GBP,0.8111
3240,2016-10-10,USD,1.0
3241,2016-10-10,CAD,1.3253
3242,2016-10-10,AUD,1.3163
3243,2016-10-10,EUR,0.8961
3244,2016-10-10,GBP,0.8071
3245,2016-10-11,USD,1.0
3246,2016-10-11,CAD,1.3226
3247,2016-10-11,AUD,1.3249
3248,2016-10-11,EUR,0.9026
3249,2016-10-11,GBP,0.8145
3250,2016-10-12,USD,1.0
3251,2016-10-12,CAD,1.3247
3252,2016-10-12,AUD,1.3206
3253,2016-10-12,EUR,0.9074
3254,2016-10-12,GBP,0.8166
3255,2016-10-13,USD,1.0
3256,2016-10-13,CAD,1.3245
3257,2016-10-13,AUD,1.3231
3258,2016-10-13,EUR,0.906
3259,2016-10-13,GBP,0.8193
3260,2016-10-14,USD,1.0
3261,2016-10-14,CAD,1.3166
3262,2016-10-14,AUD,1.3108
3263,2016-10-14,EUR,0.9089
3264,2016-10-14,GBP,0.8172
3265,2016-10-15,USD,1.0
3266,2016-10-15,CAD,1.3166
3267,2016-10-15,AUD,1.3108
3268,2016-10-15,EUR,0.9089
3269,2016-10-15,GBP,0.8172
3270,2016-10-16,USD,1.0
3271,2016-10-16,CAD,1.3166
3272,2016-10-16,AUD,1.3108
3273,2016-10-16,EUR,0.9089
3274,2016-10-16,GBP,0.8172
3275,2016-10-17,USD,1.0
3276,2016-10-17,CAD,1.3128
3277,2016-10-17,AUD,1.3131
3278,2016-10-17,EUR,0.9096
3279,2016-10-17,GBP,0.823
3280,2016-10-18,USD,1.0
3281,2016-10-18,CAD,1.3083
3282,2016-10-18,AUD,1.3037
3283,2016-10-18,EUR,0.9097
3284,2016-10-18,GBP,0.8147
3285,2016-10-19,USD,1.0
3286,2016-10-19,CAD,1.308
3287,2016-10-19,AUD,1.3023
3288,2016-10-19,EUR,0.9108
3289,2016-10-19,GBP,0.8137
3290,2016-10-20,USD,1.0
3291,2016-10-20,CAD,1.3169
3292,2016-10-20,AUD,1.3036
3293,2016-10-20,EUR,0.9107
3294,2016-10-20,GBP,0.8157
3295,2016-10-21,USD,1.0
3296,2016-10-21,CAD,1.3229
3297,2016-10-21,AUD,1.3107
3298,2016-10-21,EUR,0.9186
3299,2016-10-21,GBP,0.8205
3300,2016-10-22,USD,1.0
3301,2016-10-22,CAD,1.3229
3302,2016-10-22,AUD,1.3107
3303,2016-10-22,EUR,0.9186
3304,2016-10-22,GBP,0.8205
3305,2016-10-23,USD,1.0
3306,2016-10-23,CAD,1.3229
3307,2016-10-23,AUD,1.3107
3308,2016-10-23,EUR,0.9186
3309,2016-10-23,GBP,0.8205
3310,2016-10-24,USD,1.0
3311,2016-10-24,CAD,1.3357
3312,2016-10-24,AUD,1.3114
3313,2016-10-24,EUR,0.9182
3314,2016-10-24,GBP,0.8173
3315,2016-10-25,USD,1.0
3316,2016-10-25,CAD,1.3317
3317,2016-10-25,AUD,1.3088
3318,2016-10-25,EUR,0.9198
3319,2016-10-25,GBP,0.8186
3320,2016-10-26,USD,1.0
3321,2016-10-26,CAD,1.3366
3322,2016-10-26,AUD,1.3016
3323,2016-10-26,EUR,0.9153
3324,2016-10-26,GBP,0.8189
3325,2016-10-27,USD,1.0
3326,2016-10-27,CAD,1.3366
3327,2016-10-27,AUD,1.3123
3328,2016-10-27,EUR,0.9152
3329,2016-10-27,GBP,0.8159
3330,2016-10-28,USD,1.0
3331,2016-10-28,CAD,1.3389
3332,2016-10-28,AUD,1.3206
3333,2016-10-28,EUR,0.9156
3334,2016-10-28,GBP,0.8232
3335,2016-10-29,USD,1.0
3336,2016-10-29,CAD,1.3389
3337,2016-10-29,AUD,1.3206
3338,2016-10-29,EUR,0.9156
3339,2016-10-29,GBP,0.8232
3340,2016-10-30,USD,1.0
3341,2016-10-30,CAD,1.3389
3342,2016-10-30,AUD,1.3206
3343,2016-10-30,EUR,0.9156
3344,2016-10-30,GBP,0.8232
3345,2016-10-31,USD,1.0
3346,2016-10-31,CAD,1.3398
3347,2016-10-31,AUD,1.3153
3348,2016-10-31,EUR,0.9136
3349,2016-10-31,GBP,0.8227
3350,2016-11-01,USD,1.0
3351,2016-11-01,CAD,1.3361
3352,2016-11-01,AUD,1.3008
3353,2016-11-01,EUR,0.907
3354,2016-11-01,GBP,0.8179
3355,2016-11-02,USD,1.0
3356,2016-11-02,CAD,1.3375
3357,2016-11-02,AUD,1.305
3358,2016-11-02,EUR,0.9013
3359,2016-11-02,GBP,0.8117
3360,2016-11-03,USD,1.0
3361,2016-11-03,CAD,1.3389
3362,2016-11-03,AUD,1.3046
3363,2016-11-03,EUR,0.9038
3364,2016-11-03,GBP,0.8013
3365,2016-11-04,USD,1.0
3366,2016-11-04,CAD,1.3433
3367,2016-11-04,AUD,1.3015
3368,2016-11-04,EUR,0.9015
3369,2016-11-04,GBP,0.8006
3370,2016-11-05,USD,1.0
3371,2016-11-05,CAD,1.3433
3372,2016-11-05,AUD,1.3015
3373,2016-11-05,EUR,0.9015
3374,2016-11-05,GBP,0.8006
3375,2016-11-06,USD,1.0
3376,2016-11-06,CAD,1.3433
3377,2016-11-06,AUD,1.3015
3378,2016-11-06,EUR,0.9015
3379,2016-11-06,GBP,0.8006
3380,2016-11-07,USD,1.0
